,paper_id,title,authors,year,venue,doi,source_database
517,pmid_40459653,AI-Driven Biomarker Discovery and Personalized Allergy Treatment: Utilizing Machine Learning and NGS.,Fazlali Mahbod; Nasira Maedeh; Moravej Ali,2025,Current allergy and asthma reports,10.1007/s11882-025-01207-8,PubMed
518,pmid_41040962,cytoGPNet: Enhancing clinical outcome prediction accuracy using longitudinal cytometry data in small cohort studies.,Zhang Jingxuan; Sun Liwen; Ready Neal E; Guo Wenbo; Lin Lin,2025,"Patterns (New York, N.Y.)",10.1016/j.patter.2025.101297,PubMed
519,pmid_40997916,Integrative Omics and AI-Driven Systems Biology: Multilayer Networks Decoding  Health and Resilience.,Zhong Huan; Chi Shuxin; Magana Armando Alcazar; Fordwour Osei B; Foster Leonard J,2025,Journal of proteome research,10.1021/acs.jproteome.5c00294,PubMed
520,pmid_40967222,Unveiling tissue heterogeneity through genomic interaction-encoded image representation of RNA-sequencing data.,Liu Junyan; Zhou Zixia; Chen Yizheng; Islam Md Tauhidul; Xing Lei,2025,American journal of human genetics,10.1016/j.ajhg.2025.08.021,PubMed
521,pmid_40954301,Spatial gene expression at single-cell resolution from histology using deep learning with GHIST.,Fu Xiaohang; Cao Yue; Bian Beilei; Wang Chuhan; Graham Dinny,2025,Nature methods,10.1038/s41592-025-02795-z,PubMed
522,pmid_40940727,Artificial Intelligence in Ocular Transcriptomics: Applications of Unsupervised and Supervised Learning.,Lalman Catherine; Yang Yimin; Walker Janice L,2025,Cells,10.3390/cells14171315,PubMed
523,pmid_40926859,A hybrid 1DCNN-GRU deep learning framework for classifying caprine granulosa cell fertility potential using single-cell transcriptomics.,Sananmuang Thanida; Puthier Denis; Chokeshaiusaha Kaj,2025,Veterinary world,10.14202/vetworld.2025.1922-1935,PubMed
524,pmid_40874818,Deep learning-driven multi-omics analysis: enhancing cancer diagnostics and therapeutics.,Zhang Jiayang; Che Yilin; Liu Rongrong; Wang Zhicheng; Liu Weiwu,2025,Bioinformatics,10.1093/bib/bbaf440,PubMed
525,pmid_40874816,MuST: multiple-modality structure transformation for single-cell spatial transcriptomics.,Zang Zelin; Li Liangyu; Xu Yongjie; Duan Chenrui; Shen Yue,2025,Bioinformatics,10.1093/bib/bbaf405,PubMed
526,crossref_10.1109_icemce68156.2025.11467064,Lithium-Ion Battery State-of-Health Prediction Based on FLAT Transformer and Mutual Distillation,Geng ZhiYi; Wu XiaoXin; Qian YiWeng; Jin Dian,2025,"2025 9th International Conference on Electrical, Mechanical and Computer Engineering (ICEMCE)",10.1109/icemce68156.2025.11467064,Crossref
527,pmid_41330999,Pan-cancer gene set discovery via scRNA-seq for optimal deep learning based downstream tasks.,Kim Jong Hyun; Lee Soonyoung; Jang Jongseong,2025,Scientific reports,10.1038/s41598-025-27296-z,PubMed
528,pmid_41269529,Multi-omics strategies for biomarker discovery and application in personalized oncology.,Jiang Ziming; Zhang Haoxuan; Gao Yibo; Sun Yingli,2025,Molecular biomedicine,10.1186/s43556-025-00340-0,PubMed
529,pmid_41255572,Multi-Omics Meets Premalignancy: Paving the Way for Early Prevention of Cancer.,Zhang Feiran; Zhou Ziyi; Zhang Peng; Li Shao,2025,"Research (Washington, D.C.)",10.34133/research.0930,PubMed
530,pmid_41212589,A machine learning framework using urinary biomarkers for pancreatic ductal adenocarcinoma prediction with post hoc validation via single-cell transcriptomics.,Solomon Dahlak D; Ko Ching-Chung; Chen Hsin-Yi; Kumar Sachin; Wulandari Fitria Sari,2025,Bioinformatics,10.1093/bib/bbaf583,PubMed
531,pmid_41134685,Characterization and classification of chronic kidney disease by spatial MIST and deep learning algorithm.,Meah Arafat; Gujarati Nehaben A; D'Agati Vivette D; Revelo Monica P; Mallipattu Sandeep K,2025,American journal of physiology. Renal physiology,10.1152/ajprenal.00265.2025,PubMed
532,pmid_41053409,Single-cell RNA-sequencing of circulating tumour cells: A practical guide to workflow and translational applications.,Tieng Francis Yew Fu; Lee Learn-Han; Ab Mutalib Nurul-Syakima,2025,Cancer metastasis reviews,10.1007/s10555-025-10293-z,PubMed
533,crossref_10.1101_2025.04.07.647689,SCARF: Single Cell ATAC-seq and RNA-seq Foundation model,Liu Guole; Zhao Yongbing; Zhao Yingying; Wang Tianyu; Cai Quanyou,2025,,10.1101/2025.04.07.647689,Crossref
534,pmid_41053815,Cisformer: a scalable cross-modality generation framework for decoding transcriptional regulation at single-cell resolution.,Ji Luzhang; Zou Qihang; Tang Ke; Wang Chenfei,2025,Genome Biology,10.1186/s13059-025-03823-z,PubMed
535,pmid_41040798,HEIST: A Graph Foundation Model for Spatial Transcriptomics and Proteomics Data.,Madhu Hiren; Rocha Joao Felipe; Huang Tinglin; Viswanath Siddharth; Krishnaswamy Smita,2025,ArXiv,,PubMed
536,pmid_41006627,Predicting the regulatory impacts of noncoding variants on gene expression through epigenomic integration across tissues and single-cell landscapes.,Liu Zhe; Bao Yihang; Gu An; Song Weichen; Lin Guan Ning,2025,Nature computational science,10.1038/s43588-025-00878-7,PubMed
537,pmid_40966644,Graph-based deep learning for integrating single-cell and bulk transcriptomic data to identify clinical cancer subtypes.,Liu Yixin; Zhang Dandan; Liu Tianyu; Wang Ao; Wang Guohua,2025,Bioinformatics,10.1093/bib/bbaf467,PubMed
538,pmid_40697660,Application of artificial intelligence large language models in drug target discovery.,Liu Xinyu; Zhang Jia; Wang Xiaoran; Teng Maoda; Wang Guoying,2025,Frontiers in pharmacology,10.3389/fphar.2025.1597351,PubMed
539,pmid_40689508,IGCLAPS: an interpretable graph contrastive learning method with adaptive positive sampling for scRNA-seq data analysis.,Zheng Weihua; Min Wenwen; Wang Shunfang,2025,Bioinformatics,10.1093/bioinformatics/btaf411,PubMed
540,pmid_40682757,scIMGCN: an Automatic Single-Cell Type Annotation Method Based on Interpretable Graph Convolutional Network.,Tang Binhua; Cheng Guowei; Gao Xinyu,2025,"Interdisciplinary sciences, computational life sciences",10.1007/s12539-025-00738-y,PubMed
541,pmid_40581778,scGT:integration algorithm for single-cell RNA-seq and ATAC-seq based on graph transformer.,Qi Yunjing; Kan Yulong; Qi Jing; Jin Shuilin,2025,Bioinformatics,10.1093/bioinformatics/btaf357,PubMed
542,pmid_41256511,Nephrobase Cell+: Multimodal Single-Cell Foundation Model for Decoding Kidney Biology.,Li Chenyu; Ziyadeh Elias; Sharma Yash; Dumoulin Bernhard; Levinsohn Jonathan,2025,bioRxiv : the preprint server for biology,10.1101/2025.09.30.679471,PubMed
543,pmid_41206950,GT-GRN: a graph transformer framework for enhanced gene regulatory network inference via multimodal embedding of expression data and existing network knowledge.,Teji Binon; Roy Swarup; Bhandari Dinabandhu; Kalita Jugal,2025,Bioinformatics,10.1093/bib/bbaf584,PubMed
544,pmid_41183107,Branch-specific gene discovery in cell differentiation using multi-omics graph attention.,Yin Yihao; Zhuang Linzhi; Wang Yulei; Shi Yazhou; Zhang Bengong,2025,PLoS computational biology,10.1371/journal.pcbi.1013664,PubMed
545,pmid_41174717,From pixels to cell types: a comprehensive review of computational methods for spatial transcriptomics deconvolution.,Saqib Jahanzeb; Kim Junil,2025,Genomics & informatics,10.1186/s44342-025-00055-2,PubMed
546,pmid_41161490,scMapNet: Marker-based cell type annotation of scRNA-seq data via vision transfer learning with tabular-to-image transformations.,Yu Zhe; Ye Ying; Pan Jianbo,2025,Journal of advanced research,10.1016/j.jare.2025.10.056,PubMed
547,pmid_41105015,Cross-modal contrastive learning decodes developmental regulatory features through chromatin potential analysis.,Yang Yueyuxiao; Xie Chenxi; He Qiushun; Yang Meng,2025,GigaScience,10.1093/gigascience/giaf053,PubMed
548,pmid_41097088,Bioinformatics Analysis of Tumor-Associated Macrophages in Hepatocellular Carcinoma and Establishment of a Survival Model Based on Transformer.,Zeng Zhuo; Rao Shenghua; Zhang Jiemeng,2025,International journal of molecular sciences,10.3390/ijms26199825,PubMed
549,pmid_41065243,scHDeepInsight: a hierarchical deep learning framework for precise immune cell annotation in single-cell RNA-seq data.,Jia Shangru; Lysenko Artem; Boroevich Keith A; Sharma Alok; Tsunoda Tatsuhiko,2025,Bioinformatics,10.1093/bib/bbaf523,PubMed
550,pmid_41799227,Bridging tradition and innovation: electroacupuncture's impact on premature ovarian insufficiency.,He Sining; Ling Lele; Sheng Yaran; Zhao Xue; Yuan Long,2025,Frontiers in endocrinology,10.3389/fendo.2025.1685306,PubMed
551,pmid_41279458,Atacformer: A transformer-based foundation model for analysis and interpretation of ATAC-seq data.,LeRoy Nathan J; Zheng Guangtao; Khoroshevskyi Oleksandr; Campbell Donald R; Zhang Aidong,2025,bioRxiv : the preprint server for biology,10.1101/2025.11.03.685753,PubMed
552,pmid_36993643,Inference of single cell profiles from histology stains with the Single Cell omics from Histology Analysis Framework (SCHAF).,Comiter Charles; Chen Xingjian; Vaishnav Eeshit Dhaval; Kobayashi-Kirschvink Koseki J; Ciampricotti Metamia,2025,bioRxiv : the preprint server for biology,10.1101/2023.03.21.533680,PubMed
553,crossref_10.17504_protocols.io.n2bvjd6x5vk5_v1,MSK KO-village scRNA-seq v1,Huangfu Danwei,2025,,10.17504/protocols.io.n2bvjd6x5vk5/v1,Crossref
554,crossref_10.17504_protocols.io.kqdg31n4zl25_v1,JMN-MSMP Mouse Muscle Fibrosis scRNA-seq v1,Rindone Lexi,2025,,10.17504/protocols.io.kqdg31n4zl25/v1,Crossref
555,crossref_10.1101_2025.08.10.669570,CLM-access: A Specialized Foundation Model for High-dimensional Single-cell ATAC-seq analysis,Liu Ziqiang; Li Bowen; Xu Zhenyu; Li Yantao; Zhang Junwei,2025,,10.1101/2025.08.10.669570,Crossref
556,crossref_10.1109_isceic67854.2025.11405471,An Efficient Foundation Model for Single-Cell Mouse Data Annotation,Zheng Chengzhi; Xie Yicheng; Wu Xinglong,2025,2025 6th International Symposium on Computer Engineering and Intelligent Communications (ISCEIC),10.1109/isceic67854.2025.11405471,Crossref
557,crossref_10.1088_1742-6596_3096_1_012008,CNN-Transformer-LSTM-based lithium battery health state prediction,Zeng Fansheng; Zhang Wenjie; Ren Mifeng; Zeng Weiguo,2025,Journal of Physics: Conference Series,10.1088/1742-6596/3096/1/012008,Crossref
558,crossref_10.58647_rexpo.25000125.v1,RANKOR: A Machine Learning Model for Drug Repurposing on Individual-Level Single Cell Data,Katsaouni Nikoletta; Schulz Marcel H.,2025,RANKOR: A Machine Learning Model for Drug Repurposing on Individual-Level Single Cell Data,10.58647/rexpo.25000125.v1,Crossref
559,crossref_10.1101_2025.09.30.679123,scLinguist: A pre-trained hyena-based foundation model for cross-modality translation in single-cell multi-omics,Fang Zhaoyu; Miao Ziyang; Lin Jianhui; Xie Yuying; Tang Jiliang,2025,,10.1101/2025.09.30.679123,Crossref
560,crossref_10.1101_2025.02.04.636468,"Lemur: A Single-Cell Foundation Model with Fine-Tuning-Free Hierarchical Cell-Type Generation for
                  <i>Drosophila melanogaster</i>",Botas Jorge; Jia Johnathan; Pasupuleti Sasidhar; Chen Hu; Hu Xia,2025,,10.1101/2025.02.04.636468,Crossref
561,crossref_10.2139_ssrn.5643031,mCAFoundation: A Single-Cell RNA Sequencing Foundation Model for Mouse Cell Types Annotations,Zheng Chengzhi; Wu Xinlong; Zhu Hao; Liu Xumeng; Yang Aoxiang,2025,,10.2139/ssrn.5643031,Crossref
562,crossref_10.1109_wacvw65960.2025.00012,CST: Character State Transformer for Object-Conditioned Human Motion Prediction,Tseng Kuan-Wei; Kawakami Rei; Ikehata Satoshi; Sato Ikuro,2025,2025 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),10.1109/wacvw65960.2025.00012,Crossref
563,crossref_10.14445_23488549_ijece-v12i10p114,GT-SOH: A Graph-Transformer Contrastive Learning Framework with Starfish Optimization for Accurate State-of-Health Battery Prediction in EV,,2025,International Journal of Electronics and Communication Engineering,10.14445/23488549/ijece-v12i10p114,Crossref
564,crossref_10.1080_01691864.2025.2532610,Pre-manipulation alignment prediction with parallel deep state-space and transformer models,Kambara Motonari; Sugiura Komei,2025,Advanced Robotics,10.1080/01691864.2025.2532610,Crossref
565,crossref_10.2139_ssrn.5316646,Degradation Prediction of the Low-Pt Loading Proton Exchange Membrane Fuel Cell Based on Spatio-Temporal Transformer Network,Feng Ruizhe; Zhu Shuzhao; Jiang Ruixin; CAI Xin; Lin Rui,2025,,10.2139/ssrn.5316646,Crossref
566,crossref_10.31449_inf.v49i22.8443,A Hybrid LSTM-Transformer Approach for State of Health and Charge Prediction in Industrial IoT-Based Battery Management Systems,Tang Haili; Ding Zefeng,2025,Informatica,10.31449/inf.v49i22.8443,Crossref
567,crossref_10.1109_icesep66633.2025.11155479,Voltage Transformer Error State Prediction Method Considering Multi-Dimensional Attributes,Wang Pengcheng; Shi Chunyan; Yu Banghai; Chen Zijian,2025,2025 7th International Conference on Energy Systems and Electrical Power (ICESEP),10.1109/icesep66633.2025.11155479,Crossref
568,crossref_10.1109_isc266238.2025.11293253,A Transformer-Based Physics-Informed Network for Trajectory Prediction and State Estimation,Souli Nicolas; Grigoriou Yiannis; Chrysanthou Panagiotis; Kolios Panayiotis; Ellinas Georgios,2025,2025 IEEE International Smart Cities Conference (ISC2),10.1109/isc266238.2025.11293253,Crossref
569,crossref_10.70114_acmsr.2025.4.1.p76,Health State Prediction of Traction Motor Bearings Based on BiLSTM-Transformer,Liu Yumei; Li Zongyao; Zhou Yanxuan; Liu Ming,2025,Advances in  Computer and Materials Scienc Research,10.70114/acmsr.2025.4.1.p76,Crossref
570,crossref_10.31224_5476,[WITHDRAWN] AI-Driven Fraud Detection in Payments Using Transformer-Based Behavioral Modeling,Mukherjee Abhigyan,2025,,10.31224/5476,Crossref
571,crossref_10.53106_256299802025120701003,AI-Driven Tax Analytics with Transformer-Based Text Mining,Agung Darono Agung Darono,2025,International Journal of Computer Auditing,10.53106/256299802025120701003,Crossref
572,crossref_10.4018_979-8-3373-2038-0.ch012,Empowering Healthcare With AI-Driven Transformer Models,P. Suthanthira Devi; Revathy G.; P. Mohana Priya Priya,2025,Transformative Role of Transformer Models in Healthcare,10.4018/979-8-3373-2038-0.ch012,Crossref
573,crossref_10.1101_2025.11.06.686964,Multi-agent AI enables evidence-based cell annotation in single-cell transcriptomics,Ahuja Gautam; Antill Alex; Su Yi; DallOlio Giovanni Marco; Basnayake Sukhitha,2025,,10.1101/2025.11.06.686964,Crossref
574,pmid_41643202,Deciphering hierarchical regulatory network of cell fate via an epigenetics-informed heterogeneous graph transformer on single-cell multi-omics data.,Huang Yuhong; Liu Chao; Yang Zhiling; Liu Bo; Zhai Xiao,2025,Bioinformatics,10.1093/bib/bbaf664,PubMed
575,pmid_41333338,Scaling transformers to high-dimensional sparse data: a Reformer-BERT approach for large-scale classification.,Li Wanxuan; Li Xinhua; Guo Weihang; Gu Boyuan; Du Jianjun,2025,Frontiers in artificial intelligence,10.3389/frai.2025.1661318,PubMed
576,pmid_41332697,Comparative Single-Cell Transcriptomics Uncovers Shared and Distinct Molecular Signatures in Cystic Fibrosis and Primary Ciliary Dyskinesia.,Hadas Nicholas; Xu Huihui; Twan Wang Kyaw; Neupane Shambhawee; Elgamal Ahmed,2025,bioRxiv : the preprint server for biology,10.1101/2025.11.17.688876,PubMed
577,crossref_10.1101_2025.11.15.688526,SCAPE: An AI-Driven Platform for Comprehensive Single-Cell Data Analysis,Wu Mingke; Wu Hao; Zhou Yihan; Cheng Siyuan,2025,,10.1101/2025.11.15.688526,Crossref
578,crossref_10.1142_9789819814299_0010,Single-Cell Multimodal Integration,,2025,Bioinformatics,10.1142/9789819814299_0010,Crossref
579,crossref_10.1101_2025.04.16.649123,"Live Eco-AI, Electrophoresis-Correlative Data-Dependent Acquisition with Artificial Intelligence-Based Data Processing Democratizes Single-Cell Mass Spectrometry Proteomics",Shen Bowen; Zhou Fei; Nemes Peter,2025,,10.1101/2025.04.16.649123,Crossref
580,pmid_40165824,scCCTR: An iterative selection-based semi-supervised clustering model for single-cell RNA-seq data.,Chen Jie; Sun Qiucheng; Wang Chunyan; Gao Changbo,2025,Computational and structural biotechnology journal,10.1016/j.csbj.2025.03.018,PubMed
581,pmid_40116659,AttentionGRN: a functional and directed graph transformer for gene regulatory network reconstruction from scRNA-seq data.,Gao Zhen; Su Yansen; Tang Jin; Jin Huaiwan; Ding Yun,2025,Bioinformatics,10.1093/bib/bbaf118,PubMed
582,pmid_40106407,Mouse-Geneformer: A deep learning model for mouse single-cell transcriptome and its cross-species utility.,Ito Keita; Hirakawa Tsubasa; Shigenobu Shuji; Fujiyoshi Hironobu; Yamashita Takayoshi,2025,PLoS genetics,10.1371/journal.pgen.1011420,PubMed
583,pmid_40094454,scPlantLLM: A Foundation Model for Exploring Single-cell Expression Atlases in Plants.,Cao Guangshuo; Chao Haoyu; Zheng Wenqi; Lan Yangming; Lu Kaiyan,2025,Bioinformatics,10.1093/gpbjnl/qzaf024,PubMed
584,pmid_40009070,Multi-omics analyses and machine learning prediction of oviductal responses in the presence of gametes and embryos.,Finnerty Ryan M; Carulli Daniel J; Hedge Akshata; Wang Yanli; Boadu Frimpong,2025,eLife,10.7554/eLife.100705,PubMed
585,pmid_39994539,scFTAT: a novel cell annotation method integrating FFT and transformer.,Tang Binhua; Chen Yiyao,2025,Bioinformatics,10.1186/s12859-025-06061-z,PubMed
586,crossref_10.1109_aisummit66170.2025.11410819,GeoViTMamba: A Hybrid Vision Transformer and Transformer Decoder for Semantic Remote Sensing Image Captioning,Rastogi Inisha; Hemrajani Prashant; Sharma Rohit,2025,2025 2nd Global AI Summit - International Conference on Artificial Intelligence and Emerging Technology (AI Summit),10.1109/aisummit66170.2025.11410819,Crossref
587,crossref_10.3390_ai6050094,Robust Single-Cell RNA-Seq Analysis Using Hyperdimensional Computing: Enhanced Clustering and Classification Methods,Mohammadi Hossein; Baranpouyan Maziyar; Thirunarayan Krishnaprasad; Chen Lingwei,2025,AI,10.3390/ai6050094,Crossref
588,pmid_40501921,sciLaMA: A Single-Cell Representation Learning Framework to Leverage Prior Knowledge from Large Language Models.,Hu Hongru; Zhang Shuwen; Choi Yongin; Malladi Venkat S; Quon Gerald,2025,bioRxiv : the preprint server for biology,10.1101/2025.01.28.635153,PubMed
589,pmid_40425750,A robust multi-scale clustering framework for single-cell RNA-seq data analysis.,Jiang Songrun; Wang Chunyan; Sun Qiucheng; Zhang Zhi,2025,Scientific reports,10.1038/s41598-025-03603-6,PubMed
590,pmid_40414555,HL-BscPF: Hybrid learning facilitates brain cell auto-identification in multiple pathologies.,Suo Zizheng; Pan Bocheng; Shi Hailong; Ma Linhui; Zheng Yuxiang,2025,Life sciences,10.1016/j.lfs.2025.123751,PubMed
591,pmid_40366848,scSTD: A Swin Transformer-Based Diffusion Model for Recovering scRNA-Seq Data.,Li Yang; Liu Furui; Zhou Junlei; Shi Fangyuan; Yu Zhenhua,2025,IEEE journal of biomedical and health informatics,10.1109/JBHI.2025.3570265,PubMed
592,pmid_40321941,The Dissipation Theory of Aging: A Quantitative Analysis Using a Cellular Aging Map.,Khodaee Farhan; Zandie Rohola; Xia Yufan; Edelman Elazer R,2025,ArXiv,,PubMed
593,pmid_40315689,TransAnno-Net: A Deep Learning Framework for Accurate Cell Type Annotation of Mouse Lung Tissue Using Self-supervised Pretraining.,Zhang Qing; Wu Xiaoxiao; Li Xiang; Ma Wei; Wu Tongquan,2025,Computer methods and programs in biomedicine,10.1016/j.cmpb.2025.108809,PubMed
594,pmid_40306096,SGTB: A graph representation learning model combining transformer and BERT for optimizing gene expression analysis in spatial transcriptomics data.,Liu Farong; Ren Sheng; Li Jie; Lv Haoyang; Jiang Fenghui,2025,Computational biology and chemistry,10.1016/j.compbiolchem.2025.108482,PubMed
595,pmid_40184563,scTrans: Sparse attention powers fast and accurate cell type annotation in single-cell RNA-seq data.,Zou Zhiyi; Liu Ying; Bai Yuting; Luo Jiawei; Zhang Zhaolei,2025,PLoS computational biology,10.1371/journal.pcbi.1012904,PubMed
596,crossref_10.1016_b978-0-443-19110-7.00003-3,Spatial transcriptomics,Belalov Ilya; Wang Ye; Buzdin Anton; Li Xinmin,2025,Handbook of Translational Transcriptomics,10.1016/b978-0-443-19110-7.00003-3,Crossref
597,ss_423a3cfc28d4d955a192cbb88159fecbfa66659c,Contextual AI for Single-cell Therapeutic Target Discovery,Michelle M. Li,2025,Contextual AI for Single-cell Therapeutic Target Discovery,10.58647/rexpo.25000118.v1,SemanticScholar
598,crossref_10.14293_apmc13-2025-0012,Discovering cell type and tissue architecture with imaging-based spatial transcriptomics,Chen Kok Hao,2025,Discovering cell type and tissue architecture with imaging-based spatial transcriptomics,10.14293/apmc13-2025-0012,Crossref
599,crossref_10.14293_apmc13-2025-0332,Spatially Guided Single-Cell Analysis Integrating Spatial Transcriptomics and Spatial Cell Sorting for In-Depth Profiling,Lee Sumin; Lee Amos,2025,Spatially Guided Single-Cell Analysis Integrating Spatial Transcriptomics and Spatial Cell Sorting for In-Depth Profiling,10.14293/apmc13-2025-0332,Crossref
600,crossref_10.1109_bibm66473.2025.11357199,TSRST: A LongNet Transformer Model for Imputing Super-Resolution Spatial Transcriptomics,Xiong Zicheng; Cheng Ruihua; Zhang Jie,2025,Bioinformatics,10.1109/bibm66473.2025.11357199,Crossref
601,pmid_41313684,Transformer and graph variational autoencoder to identify microenvironments: A deep learning protocol for spatial transcriptomics.,Paniagua Karla; Huang Yufei; Gao Shou-Jiang; Chen Yidong; Jin Yu-Fang,2025,STAR protocols,10.1016/j.xpro.2025.104206,PubMed
602,pmid_41300707,Attention-Guided Probabilistic Diffusion Model for Generating Cell-Type-Specific Gene Regulatory Networks from Gene Expression Profiles.,Xu Shiyu; Yu Na; Zhang Daoliang; Wang Chuanyuan,2025,Genes,10.3390/genes16111255,PubMed
603,pmid_41292913,Heimdall: A Modular Framework for Tokenization in Single-Cell Foundation Models.,Haber Ellie; Alam Shahul; Ho Nicholas; Liu Renming; Trop Evan,2025,bioRxiv : the preprint server for biology,10.1101/2025.11.09.687403,PubMed
604,pmid_41674716,A perspective on developing foundation models for analyzing spatial transcriptomic data.,Liu Tianyu; Hao Minsheng; Liu Xinhao; Zhao Hongyu,2025,"Quantitative biology (Beijing, China)",10.1002/qub2.70010,PubMed
605,crossref_10.1101_2025.07.04.663102,AIDO.Tissue: Spatial Cell-Guided Pretraining for Scalable Spatial Transcriptomics Foundation Model,Gong Jing; Wang Yixuan; Ho Nichloas; Cheng Xingyi; Song Le,2025,,10.1101/2025.07.04.663102,Crossref
606,crossref_10.1101_2025.04.19.649665,STPath: A Generative Foundation Model for Integrating Spatial Transcriptomics and Whole Slide Images,Huang Tinglin; Liu Tianyu; Babadi Mehrtash; Ying Rex; Jin Wengong,2025,,10.1101/2025.04.19.649665,Crossref
607,crossref_10.3390_app15073747,State of Health Prediction for Lithium-Ion Batteries Using Transformer–LSTM Fusion Model,Cai Xunfei; Liu Tundong,2025,Applied Sciences,10.3390/app15073747,Crossref
608,crossref_10.1109_iceaai64185.2025.10956273,Channel State Information Prediction Using Transformer Models for High-Mobility Wireless Networks,Ou Renwei; Liu Xingcheng; Yi Yang,2025,2025 International Conference on Electrical Automation and Artificial Intelligence (ICEAAI),10.1109/iceaai64185.2025.10956273,Crossref
609,crossref_10.1109_iccece65250.2025.10984765,Transformer State Prediction Based on Deep Learning Network,Huang Qiyue; Jin Chengyang; Zhang Zhongwen,2025,2025 5th International Conference on Consumer Electronics and Computer Engineering (ICCECE),10.1109/iccece65250.2025.10984765,Crossref
610,pmid_41070780,Mapping Context-Aware Phosphosite Regulation of Protein-Protein Interactions Using Deep Learning and Pan-Cancer Proteomics.,Cai Mingyue; Xiao Yuqing; Zheng Jiani; Shi Jincheng; Wu Jieying,2025,Journal of chemical information and modeling,10.1021/acs.jcim.5c01504,PubMed
611,pmid_41066820,SAPP: Structure Aware PTM Prediction.,Choo Yujin; Na Seungjin; Paek Eunok,2025,Computers in biology and medicine,10.1016/j.compbiomed.2025.111169,PubMed
612,pmid_41060975,AutoTFCNNY: A multi-instance neural network for enhanced early cancer detection using TCR data.,Yang Donghong; Peng Xin; Zhou Yiming; Peng Shenglan,2025,PloS one,10.1371/journal.pone.0326253,PubMed
613,pmid_41056361,AI-driven discovery of novel extracellular matrix biomarkers in pelvic organ prolapse.,Mi Yanlin; Cahill Ben; Yallapragada Venkata V B; Rotem Reut; O'Reilly Barry A,2025,PLoS computational biology,10.1371/journal.pcbi.1013483,PubMed
614,pmid_41054859,B-EPIC: A Transformer-Based Language Model for Decoding B Cell Immunodominance Patterns.,Liang Jun-Ze; Wang Youtao; Sun Cong; Liu Tao; Wu Zengfeng,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202508896,PubMed
615,pmid_41040809,Rational Multi-Modal Transformers for TCR-pMHC Prediction.,Li Jiarui; Yin Zixiang; Ding Zhengming; Landry Samuel J; Mettu Ramgopal R,2025,ArXiv,,PubMed
616,crossref_10.2139_ssrn.5189471,Urban Signalized Intersection Traffic State Prediction: A Spatial-Temporal Graph Model Integrating the Cell Transmission Model and Transformer,li anran; xu zhenlin; Li Wenhao; Chen Yanyan; Pan Yuyan,2025,,10.2139/ssrn.5189471,Crossref
617,pmid_41233507,AI-driven prediction of progression to oral squamous cell carcinoma using a multiresolution pathology model.,Liu-Swetz Yingci; Niksic Sead; Seethala Raja R; Shasteen Alivia; Foran David J,2025,NPJ digital medicine,10.1038/s41746-025-02014-1,PubMed
618,pmid_41223649,"ClinSegAI: A post-processing framework for superior histopathology segmentation accuracy, radiomics feature preservation, and quantitative analysis.",Bhajaj Prem; Nalubolu Saiprakash; Gurram Bhargavram; Srinivas Mansi; Choudhary Rakesh,2025,Computers in biology and medicine,10.1016/j.compbiomed.2025.111298,PubMed
619,pmid_41171687,Few-Shot Generalization to Novel Compounds in Single-Cell Drug Response via Graph-Infused Meta-Pretraining.,Ge Shuang; Ren Yiming; Xu Huan; Cheng Qiang; Sun Shuqing,2025,Bioinformatics,10.1109/TCBBIO.2025.3626801,PubMed
620,pmid_41153440,Comparative Analysis of Deep Learning Models for Predicting Causative Regulatory Variants.,Manzo Gaetano; Borkowski Kathryn; Ovcharenko Ivan,2025,Genes,10.3390/genes16101223,PubMed
621,pmid_41147065,From Sequence to Response: AI-Guided Prediction of Nucleic Acid Nanoparticles Immune Recognitions.,Johnson M Brittany; Jain Sankalp; McMillan Shea Jessica; Krueger Quinton; Doe Erwin,2025,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202509459,PubMed
622,pmid_41145509,ROS-induced voltage-gated ion channel expression and electrophysiological remodeling in malignant human cells.,Mohammadiaria Mohammad,2025,NPJ systems biology and applications,10.1038/s41540-025-00595-x,PubMed
623,pmid_41108882,"Long-term outcomes from pembrolizumab monotherapy in patients with advanced NSCLC, PD-L1 expression ≥ 50 %, and poor performance status: Transformer-based AI to characterize prognostic complexity.",Cortellini Alessio; Garbo Edoardo; La Cava Giulia; Citarella Fabrizio; Santo Valentina,2025,"Lung cancer (Amsterdam, Netherlands)",10.1016/j.lungcan.2025.108799,PubMed
624,pmid_41076344,Space group informed transformer for crystalline materials generation.,Cao Zhendong; Luo Xiaoshan; Lv Jian; Wang Lei,2025,Science bulletin,10.1016/j.scib.2025.09.035,PubMed
625,crossref_10.7554_elife.98469.2.sa2,eLife Assessment: SCellBOW: AI-Driven Tumor Risk Stratification from Single-Cell Transcriptomics Using Phenotype Algebra,Hong Seunghee,2025,,10.7554/elife.98469.2.sa2,Crossref
626,crossref_10.1101_2025.05.01.651634,Separable Spatial Single-cell Transcriptome Representation Learning via Graph Transformer and Hyperspherical Prototype Clustering,Fu Laiyi; Wang Penglei; Xu Gaoyuan; Lu Jitao; Sun Hequan,2025,,10.1101/2025.05.01.651634,Crossref
