paper_id,title,authors,year,venue,doi,preprint_id,url,source_database,abstract,model_family,downstream_application,omics_modality
pmid_41447890,Remodeling of non-coding RNA regulatory networks: Decoding the pathological mechanisms and new therapeutic paradigms of cardiovascular diseases.,Zhang Wangzheqi; Duan Lei; Wang Changli; Liao Yan; Zhao Rui,2026,Physics of life reviews,10.1016/j.plrev.2025.12.007,,https://pubmed.ncbi.nlm.nih.gov/41447890/,PubMed,"The essential role of non-coding RNAs (ncRNAs) in cardiovascular disease (CVD) research instigates a shift from empirical studies to those based on molecular mechanisms, targeted interventions, and personalized health management in the world of precision medicine. This review systematically summarizes the expression profiles and multilayered regulatory mechanisms of various ncRNAs such as microRNAs (miRNAs), long non-coding RNAs (lncRNAs), circular RNAs (circRNAs), and small nucleolar RNAs (snoRNAs) in a variety of cardiovascular diseases (CVDs) ranging from congenital heart disease to atherosclerosis (AS), cardiomyopathies, heart failure (HF), and arrhythmias. The central roles of key pathological pathways like epigenetic changes, competing endogenous RNA (ceRNA), inflammation and cell fate determination will be highlighted. From a diagnostic point of view, ncRNAs have good potentials as early-stage biomarkers, in applications such as exosomal liquid biopsy, disease classification, and prognosis. Emerging technologies, notably locked nucleic acid (LNA) oligonucleotides, adeno-associated virus serotype 9 (AAV9)-based delivery systems and engineered exosomes, are unlocking new avenues for intervention on the therapeutic front. These developments, coupled with drug repurposing strategies and tissue-specific delivery platforms, can make ncRNA-targeted therapies more specific and controllable. At the same time, interdisciplinary innovations, like single-cell multi-omics, spatial transcriptomics, CRISPR-dCas9 systems, and deep learning assist clinical translation greatly. However, the real-world application of ncRNA-based therapies is constrained by many challenges like low delivery efficiency, functional redundancy, and microenvironmental dependence. Future directions must aim to create integrative platforms that can dynamically identify and modulate ncRNA functions to link mechanistic studies to personalized therapies and subsequently expedite clinical translation of ncRNA discoveries. In this sense, three cross-scale principles-network topology and ceRNA competition dynamics; spatiotemporal gradients modeled by exosome transport and tissue microenvironments; and energetic/stoichiometric constraints like Dicer processing capacity and miRNA-target ratios- provide an analytical framework that appears recurrently across diverse CVD phenotypes and tighten the mechanistic unity of this review.",multimodal_fusion,"cell_type_annotation, perturbation_prediction, biomarker_discovery, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
pmid_41330999,Pan-cancer gene set discovery via scRNA-seq for optimal deep learning based downstream tasks.,Kim Jong Hyun; Lee Soonyoung; Jang Jongseong,2025,Scientific reports,10.1038/s41598-025-27296-z,,https://pubmed.ncbi.nlm.nih.gov/41330999/,PubMed,"The application of machine learning to transcriptomics data has led to significant advances in cancer research. However, the high dimensionality and complexity of RNA sequencing (RNA-seq) data pose significant challenges in pan-cancer studies. This study hypothesizes that gene sets derived from single-cell RNA sequencing (scRNA-seq) data will outperform those selected using bulk RNA-seq in pan-cancer downstream tasks. We analyzed scRNA-seq data from 181 tumor biopsies across 13 cancer types. High-dimensional weighted gene co-expression network analysis (hdWGCNA) was performed to identify relevant gene sets, which were further refined using XGBoost for feature selection. These gene sets were applied to downstream tasks using TCGA pan-cancer RNA-seq data and compared to six reference gene sets and oncogenes from OncoKB evaluated with deep learning models, including multilayer perceptrons (MLPs) and graph neural networks (GNNs). The XGBoost-refined hdWGCNA gene set demonstrated higher performance in most tasks, including tumor mutation burden assessment, microsatellite instability classification, mutation prediction, cancer subtyping, and grading. In particular, genes such as DPM1, BAD, and FKBP4 emerged as important pan-cancer biomarkers, with DPM1 consistently significant across tasks. This study presents a robust approach for feature selection in cancer genomics by integrating scRNA-seq data and advanced analysis techniques, offering a promising avenue for improving predictive accuracy in cancer research.",graph_neural_network,"cell_type_annotation, biomarker_discovery",scRNA-seq
pmid_41269529,Multi-omics strategies for biomarker discovery and application in personalized oncology.,Jiang Ziming; Zhang Haoxuan; Gao Yibo; Sun Yingli,2025,Molecular biomedicine,10.1186/s43556-025-00340-0,,https://pubmed.ncbi.nlm.nih.gov/41269529/,PubMed,"Multi-omics strategies, integrating genomics, transcriptomics, proteomics, and metabolomics, have revolutionized biomarker discovery and enabled novel applications in personalized oncology. Despite rapid technological developments, a comprehensive synthesis addressing integration strategies, analytical workflows, and translational applications has been lacking. This review presents a comprehensive framework of multi-omics integration, encompassing workflows, analytical techniques, and computational tools for both horizontal and vertical integration strategies, with particular emphasis on machine learning and deep learning approaches for data interpretation. Recent applications of multi-omics have yielded promising biomarker panels at the single-molecule, multi-molecule, and cross-omics levels, supporting cancer diagnosis, prognosis, and therapeutic decision-making. However, major challenges persist, particularly in data heterogeneity, reproducibility, and the clinical validation of biomarkers across diverse patient populations. This review also highlights cutting-edge advances in single-cell multi-omics and spatial multi-omics technologies, which are expanding the scope of biomarker discovery and deepening our understanding of tumor heterogeneity. Finally, we discuss the integral role of multi-omics in personalized oncology, with a particular focus on predicting drug responses and optimizing individualized treatment strategies, supported by real-world clinical practice cases. By bridging technological innovations with translational applications, this review aims to provide a valuable resource for researchers and clinicians, offering insights into both current methodologies and future directions for implementing multi-omics data in biomarker discovery and personalized cancer care.",multimodal_fusion,"perturbation_prediction, biomarker_discovery, batch_correction, spatial_reconstruction, multimodal_integration","scRNA-seq, Protein/CITE-seq, Spatial"
pmid_41255572,Multi-Omics Meets Premalignancy: Paving the Way for Early Prevention of Cancer.,Zhang Feiran; Zhou Ziyi; Zhang Peng; Li Shao,2025,"Research (Washington, D.C.)",10.34133/research.0930,,https://pubmed.ncbi.nlm.nih.gov/41255572/,PubMed,"Comprehensive understanding of premalignant lesions (PMLs) represents a pivotal opportunity for cancer early detection and interception. Recently, advances in multi-omics technologies and artificial intelligence (AI) methods have provided unprecedented insights into PML-induced tumorigenesis. In this paper, we firstly catalog clinically recognized PMLs across 15 cancer types, emphasizing their epidemiological profiles and malignant transformation potentials. Then, we summarize recent intriguing discoveries and remaining challenges from bulk, single-cell, and spatial omics studies, highlighting how these omics technologies reveal the dynamic molecular, cellular, and spatial evolution from precancerous states to invasive malignancies. We further discuss network-based computational strategies for multi-omics integration and tumorigenesis trajectory inference, with applications of recent deep learning-based AI approaches. Finally, we highlight translational implications for PMLs, including developing high-precision early-diagnosis biomarkers and targeted pharmacological preventive strategies. Collectively, this paper underscores how the convergence of high-resolution multi-omics with sophisticated AI is poised to redefine PML research, enabling pan-cancer exceedingly-early risk stratification and pharmacological prevention.",multimodal_fusion,"biomarker_discovery, batch_correction, spatial_reconstruction, trajectory_inference, multimodal_integration",Spatial
pmid_41212589,A machine learning framework using urinary biomarkers for pancreatic ductal adenocarcinoma prediction with post hoc validation via single-cell transcriptomics.,Solomon Dahlak D; Ko Ching-Chung; Chen Hsin-Yi; Kumar Sachin; Wulandari Fitria Sari,2025,Bioinformatics,10.1093/bib/bbaf583,,https://pubmed.ncbi.nlm.nih.gov/41212589/,PubMed,"Pancreatic ductal adenocarcinoma (PDAC) is a highly lethal cancer with a poor prognosis, thus emphasizing the need for early and accurate diagnostic tools. In this study, we propose a comparative study approach to understand how machine learning (ML) modeling using urinary biomarkers combined with demographic data can predict PDAC. The study also utilized a single-cell RNA sequencing (scRNA-seq) analysis to assess and understand gene expressions of included biomarkers. With inclusion of available biomarkers and incorporation of demographic information, we employed different approaches for preprocessing techniques, normalization approaches, ML techniques, and deep learning (DL) approaches to provide a comprehensive prediction model. The scRNA-seq approach also highlighted the significance of the urinary biomarkers from the pancreatic single-cell sample. Based on this analysis, the marker was identified as one of the top three most highly expressed genes in PDAC tissues. The predictive modeling approach was conducted for both binary and multiclass classification using both ML and DL approaches. The comparative analysis using all included parameter combinations produced modeling settings, and among these parameters, the DL modeling approach using binary classification outperformed the other approaches by achieving 91% accuracy. This framework provided insights that highlighted the critical role of demographic data and potential approaches to include such features in the model without impacting the predictive accuracy. Future work will focus on examining the framework using different datasets, integrating additional omics data, and exploring advanced DL architectures to further improve predictive performances.",foundation_scale_pretraining,"cell_type_annotation, biomarker_discovery",scRNA-seq
pmid_41134685,Characterization and classification of chronic kidney disease by spatial MIST and deep learning algorithm.,Meah Arafat; Gujarati Nehaben A; D'Agati Vivette D; Revelo Monica P; Mallipattu Sandeep K,2025,American journal of physiology. Renal physiology,10.1152/ajprenal.00265.2025,,https://pubmed.ncbi.nlm.nih.gov/41134685/,PubMed,"Chronic kidney disease (CKD) is characterized by disruption of the native kidney architecture at the cellular and molecular levels, leading to eventual kidney fibrosis. To better resolve the spatial complexity of fibrotic remodeling, we applied spatial multiplexed immunostaining with signal tagging (Spatial MIST), a high-dimensional proteomic platform capable of quantifying protein expression at single-cell resolution across intact human kidney tissue specimens. Using kidney biopsies from control/low-grade and high-grade fibrosis, we profiled 22 protein markers to assess structural alterations, cell-type distribution, and spatial relationships across glomerular and interstitial compartments. Spatial proximity analysis revealed fibrosis-associated reorganization of endothelial and epithelial markers, including increased separation between CD31 and β-catenin and altered clustering of podocyte and immune markers. Integration with unsupervised uniform manifold approximation and projection (UMAP) clustering distinguished discrete cell populations, whereas correlation analysis with kidney function metrics revealed that vimentin and alpha smooth muscle actin (α-SMA) positively correlated with fibrosis severity, whereas Wilms tumor 1 (WT1) expression was inversely correlated with declining kidney function. A graph neural network (GNN) classifier trained on spatial proteomic features further identified megalin, WT1, and vimentin as a top predictor of fibrosis grade. Together, these findings demonstrate the utility of Spatial MIST for capturing the molecular heterogeneity of CKD and uncovering spatial signatures of disease progression. This integrative approach provides a foundation for biomarker discovery and spatially informed classification of kidney pathology. In this study, we offer a novel spatial analysis of markers relevant to CKD, which may provide useful insights into disease progression. By using this spatial proximity data, we created a GNN model that is capable of classifying disease severity and identifying markers that are most important for its classification. This integrative approach offers a foundation for future studies aimed at developing clinically actionable tools for CKD diagnosis and prognosis.",graph_neural_network,"cell_type_annotation, biomarker_discovery, batch_correction, spatial_reconstruction, multimodal_integration","Protein/CITE-seq, Spatial"
pmid_41053409,Single-cell RNA-sequencing of circulating tumour cells: A practical guide to workflow and translational applications.,Tieng Francis Yew Fu; Lee Learn-Han; Ab Mutalib Nurul-Syakima,2025,Cancer metastasis reviews,10.1007/s10555-025-10293-z,,https://pubmed.ncbi.nlm.nih.gov/41053409/,PubMed,"The global burden of cancer is rising, with treatment failures often due to the metastatic nature of late-stage malignancies. Circulating tumour cells (CTCs) are metastatic precursors shed from primary tumours, which survive in circulation, extravasate and colonise distant organs. The advent of high-throughput single-cell RNA sequencing (scRNA-seq) has revolutionised the investigation of transcriptomic landscape at single-cell resolution, enabling deep transcriptomic profiling, re-stratifying CTC subtypes and improving the detection of rare new subpopulations. Applications extend to understanding tumour microenvironments, characterising cellular heterogeneity, uncovering metastasis molecular mechanisms and improving prognosis and diagnostic strategies. A timeline of key milestones in CTC scRNA-seq research is also provided. Nevertheless, a knowledge gap remains due to unstandardised protocols and fragmented resources in CTC scRNA-seq research. We address this gap by proposing a 12-step CTC-specific scRNA-seq workflow to overcome methodological inconsistencies. This workflow spans the entire process from enrichment, single-cell sorting and sequencing to data pre-processing and downstream analyses, with a detailed compilation of data analysis tools. An in-depth discussion of the pros and cons of commonly used scRNA-seq tools is also included, specifically evaluating their suitability for CTC research. Additionally, emerging research frontiers, including the discovery of hybrid cells-fusion products of tumour and normal cells-and the integration of machine learning (ML) into scRNA-seq workflows, are explored. Future research should prioritise CTC scRNA-seq workflow standardisation, integrate ML-driven analysis and investigate rare and hybrid populations to advance metastasis research. This review supports these goals by guiding methods, informing tool selection and promoting data sharing for reproducibility.",multimodal_fusion,batch_correction,scRNA-seq
pmid_41043336,EnsembleRegNet: Interpretable deep learning for transcriptional network inference from single-cell RNA-seq.,Alawad Duaa Mohammad; Katebi Ataur; Hoque Md Tamjidul,2026,Computational biology and chemistry,10.1016/j.compbiolchem.2025.108702,,https://pubmed.ncbi.nlm.nih.gov/41043336/,PubMed,"Gene regulatory networks (GRNs) govern gene expression and cellular identity, but accurately inferring their structure from high-dimensional single-cell RNA sequencing (scRNA-seq) data remains a major challenge. Here, we present EnsembleRegNet, a deep learning framework that infers transcription factor (TF)-target gene relationships by integrating an ensemble encoder-decoder and multilayer perceptron (MLP) architecture. EnsembleRegNet utilizes Hodges-Lehmann estimator (HLE)-based binarization, case-deletion analysis, motif enrichment using RcisTarget, and regulon activity scoring with AUCell to enhance both robustness and biological interpretability. Extensive evaluations across simulated and real scRNA-seq datasets demonstrate that EnsembleRegNet outperforms existing GRN inference methods, including SCENIC and SIGNET, in both clustering performance and regulatory accuracy. By uncovering cell-type-specific regulatory modules and enhancing interpretability, EnsembleRegNet offers a scalable and biologically grounded framework for exploring transcriptional regulation. Its demonstrated performance establishes a new benchmark for GRN inference and highlights its promise for applications in disease modeling, biomarker discovery, and cellular reprogramming.",foundation_scale_pretraining,biomarker_discovery,scRNA-seq
pmid_41040962,cytoGPNet: Enhancing clinical outcome prediction accuracy using longitudinal cytometry data in small cohort studies.,Zhang Jingxuan; Sun Liwen; Ready Neal E; Guo Wenbo; Lin Lin,2025,"Patterns (New York, N.Y.)",10.1016/j.patter.2025.101297,,https://pubmed.ncbi.nlm.nih.gov/41040962/,PubMed,"Cytometry data, including flow and mass cytometry, are widely used in immunological studies such as cancer immunotherapy and vaccine trials. These data provide rich insights into immune cell dynamics and their relationship to clinical outcomes. However, traditional analyses based on summary statistics may overlook critical single-cell information. To address this, we introduce cytoGPNet, a novel method for predicting individual-level outcomes from cytometry data. cytoGPNet addresses four key challenges: (1) accommodating varying numbers of cells per sample, (2) analyzing longitudinal cytometry data to capture temporal patterns, (3) maintaining robustness despite limited sample sizes, and (4) ensuring interpretability for biomarker discovery. We apply cytoGPNet across multiple immunological studies with diverse designs and show that it consistently outperforms existing methods in predictive accuracy. Importantly, cytoGPNet also offers interpretable insights at multiple levels, enhancing our understanding of immune responses. These results highlight cytoGPNet's potential to advance cytometry-based analysis in immunological research.",foundation_scale_pretraining,biomarker_discovery,unspecified
pmid_40997916,Integrative Omics and AI-Driven Systems Biology: Multilayer Networks Decoding  Health and Resilience.,Zhong Huan; Chi Shuxin; Magana Armando Alcazar; Fordwour Osei B; Foster Leonard J,2025,Journal of proteome research,10.1021/acs.jproteome.5c00294,,https://pubmed.ncbi.nlm.nih.gov/40997916/,PubMed,"Honey bees () are vital pollinators essential for maintaining ecosystem stability and global food production, but they face escalating threats from pathogens, agrochemicals, and climate change. Although proteomics has advanced our understanding of bee physiology, single-omics approaches are insufficient to capture the complexity of colony health. This review highlights the rise of integrative multiomics frameworks─combining proteomics, metabolomics, and lipidomics─with artificial intelligence (AI)-based strategies to decode molecular resilience in bees. We summarize recent advances in omics technologies, including spatial and single-cell platforms, mass spectrometry innovations, and customized computational pipelines. Furthermore, we highlight how AI-enhanced multiomics integration facilitates biomarker discovery, elucidates regulatory networks, especially in nonmodel organisms like honey bees. Emerging computational methods such as deep learning, graph neural networks, and multilayer network models offer predictive, scalable, and interpretable insights. Despite challenges like limited sample input and cross-omics heterogeneity, the convergence of omics and machine learning represents a transformative paradigm for decoding complex biological systems. These integrative approaches offer not only a deeper molecular understanding of bee biology but also generalizable frameworks for systems biology in other ecologically relevant species.",graph_neural_network,"biomarker_discovery, batch_correction, spatial_reconstruction","Protein/CITE-seq, Spatial"
pmid_40967222,Unveiling tissue heterogeneity through genomic interaction-encoded image representation of RNA-sequencing data.,Liu Junyan; Zhou Zixia; Chen Yizheng; Islam Md Tauhidul; Xing Lei,2025,American journal of human genetics,10.1016/j.ajhg.2025.08.021,,https://pubmed.ncbi.nlm.nih.gov/40967222/,PubMed,"Genomic sequencing is essential for both biomedical research and clinical practice. While single-cell RNA sequencing (scRNA-seq) provides insights into biological processes at the cellular level, bulk RNA sequencing remains widely used for its scalability and cost-effectiveness. To explore biological heterogeneity, research efforts have been made toward inferring single-cell-like cellular compositions from bulk samples, i.e., deconvolving bulk samples into multiple cell types. However, existing deconvolution methods face two major limitations: (1) reliance on predefined gene signature matrices without accounting for inter-sample variability and (2) susceptibility to noise within biological systems. Here, we propose a cellular-component analysis (CCA) framework by leveraging a genomic-interaction-encoded image representation of RNA-seq data for substantially improved pattern discovery. The framework incorporates sample-specific gene-expression variability and derives signature patterns by utilizing a convolutional variational autoencoder and Gaussian mixture model. An image-domain linear decomposition of bulk RNA-seq data based on these sample-specific, interpretable gene-signature patterns is then performed for CCA and other downstream tasks, such as cancer subtype classification and biomarker discovery. We demonstrate that the proposed technique improves decomposition accuracy by over 14.1% in average Pearson correlation compared to existing techniques by using both simulation and experimental datasets. This approach offers an effective solution for tissue heterogeneity analysis and lays a foundation for a range of clinical and biological applications.",variational_autoencoder,"cell_type_annotation, biomarker_discovery, spatial_reconstruction",scRNA-seq
pmid_40954301,Spatial gene expression at single-cell resolution from histology using deep learning with GHIST.,Fu Xiaohang; Cao Yue; Bian Beilei; Wang Chuhan; Graham Dinny,2025,Nature methods,10.1038/s41592-025-02795-z,,https://pubmed.ncbi.nlm.nih.gov/40954301/,PubMed,"The increased use of spatially resolved transcriptomics provides new biological insights into disease mechanisms. However, the high cost and complexity of these methods are barriers to broader application. Consequently, methods have been created to predict spot-based gene expression from routinely collected histology images. Recent benchmarking showed that current methodologies have limited accuracy and spatial resolution, constraining translational capacity. Here, we introduce GHIST, a deep learning-based framework that predicts spatial gene expression at single-cell resolution by leveraging subcellular spatial transcriptomics and synergistic relationships between multiple layers of biological information. We validated GHIST using public datasets and The Cancer Genome Atlas data, demonstrating its flexibility across different spatial resolutions and superior performance. Our results underscore the utility of in silico generation of single-cell spatial gene expression measurements and the capacity to enrich existing datasets with a spatially resolved omics modality, paving the way for scalable multi-omics analysis and biomarker identification.",multimodal_fusion,"biomarker_discovery, generation, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
pmid_40940727,Artificial Intelligence in Ocular Transcriptomics: Applications of Unsupervised and Supervised Learning.,Lalman Catherine; Yang Yimin; Walker Janice L,2025,Cells,10.3390/cells14171315,,https://pubmed.ncbi.nlm.nih.gov/40940727/,PubMed,"Transcriptomic profiling is a powerful tool for dissecting the cellular and molecular complexity of ocular tissues, providing insights into retinal development, corneal disease, macular degeneration, and glaucoma. With the expansion of microarray, bulk RNA sequencing (RNA-seq), and single-cell RNA-seq technologies, artificial intelligence (AI) has emerged as a key strategy for analyzing high-dimensional gene expression data. This review synthesizes AI-enabled transcriptomic studies in ophthalmology from 2019 to 2025, highlighting how supervised and unsupervised machine learning (ML) methods have advanced biomarker discovery, cell type classification, and eye development and ocular disease modeling. Here, we discuss unsupervised techniques, such as principal component analysis (PCA), t-distributed stochastic neighbor embedding (t-SNE), uniform manifold approximation and projection (UMAP), and weighted gene co-expression network analysis (WGCNA), now the standard in single-cell workflows. Supervised approaches are also discussed, including the least absolute shrinkage and selection operator (LASSO), support vector machines (SVMs), and random forests (RFs), and their utility in identifying diagnostic and prognostic markers in age-related macular degeneration (AMD), diabetic retinopathy (DR), glaucoma, keratoconus, thyroid eye disease, and posterior capsule opacification (PCO), as well as deep learning frameworks, such as variational autoencoders and neural networks that support multi-omics integration. Despite challenges in interpretability and standardization, explainable AI and multimodal approaches offer promising avenues for advancing precision ophthalmology.",variational_autoencoder,"cell_type_annotation, biomarker_discovery, batch_correction, generation, multimodal_integration",scRNA-seq
pmid_40926859,A hybrid 1DCNN-GRU deep learning framework for classifying caprine granulosa cell fertility potential using single-cell transcriptomics.,Sananmuang Thanida; Puthier Denis; Chokeshaiusaha Kaj,2025,Veterinary world,10.14202/vetworld.2025.1922-1935,,https://pubmed.ncbi.nlm.nih.gov/40926859/,PubMed,"Granulosa cells (GCs) are crucial mediators of follicular development and oocyte competence in goats, with their gene expression profiles serving as potential biomarkers of fertility. However, the lack of a standardized, quantifiable method to assess GC quality using transcriptomic data has limited the translation of such findings into reproductive applications. This study aimed to develop a hybrid deep learning model integrating one-dimensional convolutional neural networks (1DCNNs) and gated recurrent units (GRUs) to classify GCs as fertility-supporting (FS) or non-fertility-supporting (NFS) using single-cell RNA sequencing (scRNA-seq) data. We analyzed publicly available scRNA-seq datasets from monotocous and polytocous goats. A set of 44 differentially expressed genes (DEGs) (False discovery rate ≤0.01, log2 fold change ≥1.5) was identified and used to distinguish FS-GCs and NFS-GCs through Leiden clustering. The expression profiles of these DEGs served as input to train a hybrid 1DCNN-GRU classifier. Model performance was evaluated using accuracy, precision, recall, and F1 score. The optimized hybrid model achieved high classification performance (accuracy = 98.89%, precision = 100%, recall = 97.83%, and F1 score = 98.84%). When applied to scRNA-seq datasets, it identified a significantly higher proportion of FS-GCs in the polytocous sample (87%) compared to the monotocous sample (10.17%). DEG overlap across samples further confirmed the model's biological consistency and generalizability. This study presents the first application of deep learning-based classification of goat GCs using scRNA-seq data. The hybrid 1DCNN-GRU model offers a robust and quantifiable method for evaluating GC fertility, holding promise for improving reproductive selection in livestock breeding programs. Future validation in larger datasets and across species could establish this model as a scalable molecular tool for precision livestock management.",hybrid_symbolic_statistical,"cell_type_annotation, biomarker_discovery",scRNA-seq
pmid_40874818,Deep learning-driven multi-omics analysis: enhancing cancer diagnostics and therapeutics.,Zhang Jiayang; Che Yilin; Liu Rongrong; Wang Zhicheng; Liu Weiwu,2025,Bioinformatics,10.1093/bib/bbaf440,,https://pubmed.ncbi.nlm.nih.gov/40874818/,PubMed,"Artificial intelligence (AI) excels at efficiently processing large volumes of data and extracting valuable insights. Deep Learning (DL), a subfield of AI, utilizes multi-layer neural network algorithms to analyze various types of data, mimicking the neural network architecture of the human brain. One of the most prominent features of DL is its end-to-end learning mechanism, which excels at automatic feature extraction and pattern recognition in data. As multi-omics technologies rapidly evolve, the volume of omics data from cancer samples has surged, presenting a significant challenge in managing this vast amount of information. Due to its strong data processing capabilities, DL is increasingly applied across a range of cancer research areas, such as early detection and screening, diagnosis, molecular subtype classification, discovery of biomarkers, and predicting patient prognosis and treatment responses. DL integrates high-dimensional data from fields such as genomics, epigenomics, transcriptomics, proteomics, radiomics, and single-cell omics, enhancing our understanding of cancer development and advancing personalized treatment approaches. This paper reviews various DL models and their roles in analyzing complex data patterns, providing a review of DL applications in cancer multi-omics analysis research and emphasizing its potential in early detection, diagnosis, classification, and prognosis prediction. As DL models are introduced continuously, we expect their application in cancer research to become more extensive, thus propelling the advancement of cancer medicine.",multimodal_fusion,"cell_type_annotation, biomarker_discovery, multimodal_integration","scRNA-seq, Protein/CITE-seq, Methylation/Epigenomics"
pmid_40874816,MuST: multiple-modality structure transformation for single-cell spatial transcriptomics.,Zang Zelin; Li Liangyu; Xu Yongjie; Duan Chenrui; Shen Yue,2025,Bioinformatics,10.1093/bib/bbaf405,,https://pubmed.ncbi.nlm.nih.gov/40874816/,PubMed,"Spatial transcriptomics (ST) technologies have revolutionized the study of gene expression patterns in tissues by providing multimodal data, including transcriptomic (Tra.), spatial, and morphological modalities, thereby offering new opportunities to understand tissue biology beyond traditional Tra. However, we identify the modality bias phenomenon in ST data species, i.e. the inconsistent contribution of different modalities to the labels leads to a tendency for the analysis methods to retain the information of the dominant modality. How to mitigate the adverse effects of modality bias to satisfy various downstream tasks remains a fundamental challenge. This paper introduces Multiple-modality Structure Transformation, named MuST, a novel methodology to tackle the challenge. MuST integrates the multi-modality information contained in the ST data effectively into a uniform latent space to provide a foundation for all the downstream tasks. It learns intrinsic local structures by topology discovery strategy and topology fusion loss function to solve the inconsistencies among different modalities. Thus, these topology-based and deep learning techniques provide a solid foundation for a variety of analytical tasks while coordinating different modalities. The effectiveness of MuST is assessed by performance metrics and biological significance. The results show that it outperforms existing state-of-the-art methods with clear advantages in the precision of identifying and preserving structures of tissues and biomarkers. MuST offers a versatile toolkit for the intricate analysis of complex biological systems.",multimodal_fusion,"cell_type_annotation, biomarker_discovery, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
pmid_40848317,Deep learning-based feature discovery for decoding phenotypic plasticity in pediatric high-grade gliomas single-cell transcriptomics.,Uthamacumaran Abicumaran,2025,Computers in biology and medicine,10.1016/j.compbiomed.2025.110971,,https://pubmed.ncbi.nlm.nih.gov/40848317/,PubMed,"Advancements in AI-powered systems medicine have revolutionized biomarker discovery through emergent and explainable features. By use of complex network dynamics and graph-based machine learning, we identified critical determinants of lineage-specific plasticity across the single-cell transcriptomics of pediatric high-grade glioma (pHGGs) subtypes: IDHWT glioblastoma and K27M-altered diffuse midline glioma. Our study identified network interactions regulating glioma morphogenesis via the tumor-immune microenvironment, including neurodevelopmental programs, calcium dynamics, iron metabolism, metabolic reprogramming, and feedback loops between MAPK/ERK and WNT signaling. These relationships highlight the emergence of a hybrid spectrum of cellular states navigating a disrupted neuro-differentiation hierarchy. We identified transition genes such as DKK3, NOTCH2, GATAD1, GFAP, and SEZ6L in IDHWT glioblastoma, and H3F3A, ANXA6, HES6/7, SIRT2, FXYD6, PTPRZ1, MEIS1, CXXC5, KDM4C, and NDUFAB1 in K27M subtypes. We also identified MTRNR2L1, GAPDH, IGF2, FKBP variants, and FXYD7 as transition genes (plasticity signatures) that influence cell fate decision-making across both subsystems. We also discovered hub genes such as ITM2C, NOP16, ACTB in IDHWT, and MTRNR2L1, EEF1A1, RPS3A, and H3F3A in K27M gliomas, which serve as central regulators of glioma plasticity and potential therapeutic targets. Our findings suggest pHGGs are developmentally trapped in states exhibiting maladaptive behaviors, and hybrid cellular identities. In effect, tumor heterogeneity (metastability) and plasticity emerge as stress-response patterns to immune-inflammatory microenvironments and oxidative stress. Furthermore, we show that pHGGs are steered by developmental trajectories from radial glia predominantly favoring neocortical cell fates, in telencephalon and prefrontal cortex (PFC) differentiation. By addressing underlying patterning processes and plasticity networks as therapeutic vulnerabilities, our findings provide precision medicine strategies aimed at modulating glioma cell fates and overcoming therapeutic resistance. We suggest transition therapy toward neuronal-like lineage differentiation as a potential precision therapy to help stabilize pHGG plasticity and aggressivity.",hybrid_symbolic_statistical,"biomarker_discovery, trajectory_inference",scRNA-seq
pmid_40822345,Spatial morphoproteomic features predict disease states from tissue architectures.,Hu Thomas; Ozturk Efe; Allam Mayar; Nishkala Naga; Kaushik Vikram,2025,iScience,10.1016/j.isci.2025.113204,,https://pubmed.ncbi.nlm.nih.gov/40822345/,PubMed,"Understanding how immune cells organize within tissue microenvironments is essential for interpreting disease responses in spatial proteomics data. We introduce SNOWFLAKE, a graph neural network pipeline that integrates single-cell protein expression and morphological features to predict disease status from lymphoid follicles. Using a pediatric COVID-19 dataset, SNOWFLAKE outperformed conventional machine learning and deep learning approaches in classifying infection status. By incorporating morphology into graph edge features, SNOWFLAKE enables the identification of spatially organized subgraphs associated with disease. These subgraphs, derived from single-cell neighborhoods, display clear distinctions between COVID-positive and negative cases and reveal interpretable cellular motifs. SNOWFLAKE's ability to extract meaningful subgraph embeddings highlights its value in understanding immune architecture and its alterations in disease. The approach generalizes across tissue types, including breast cancer and tertiary lymphoid structures, underscoring its utility for spatial systems biology and biomarker discovery from multiplex imaging data.",graph_neural_network,"biomarker_discovery, spatial_reconstruction, multimodal_integration","Protein/CITE-seq, Spatial"
